MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,COEMISSIONS,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z,scaled_fuel_consumption,scaled_engine_size,scaled_coemissions
FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,15.1,299,True,False,False,False,False,False,False,False,True,False,0.4766355140186916,0.5142857142857142,0.49872122762148335
CHEVROLET,TRACKER 4X4,SUV,2.0,4,11.9,255,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.14285714285714285,0.38618925831202044
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,17.3,363,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.5285714285714286,0.6624040920716112
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,13.2,262,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.19999999999999998,0.4040920716112532
DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,16.4,324,False,False,True,False,False,False,False,False,True,False,0.5373831775700935,0.39999999999999997,0.5626598465473146
TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,18.2,382,True,False,False,False,False,False,False,False,True,False,0.6214953271028038,0.5285714285714286,0.710997442455243
NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,12.1,255,False,False,False,False,True,False,False,False,True,False,0.3364485981308411,0.19999999999999998,0.38618925831202044
SUZUKI,GRAND VITARA 4X4,SUV,2.5,6,13.8,294,False,False,False,False,True,False,False,False,True,False,0.41588785046728977,0.21428571428571427,0.4859335038363171
CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,4.3,6,18.3,380,True,False,False,False,False,False,False,False,True,False,0.6261682242990655,0.4714285714285714,0.7058823529411765
PONTIAC,FIREFLY,SUBCOMPACT,1.3,4,7.6,156,False,False,False,False,True,False,False,False,True,False,0.1261682242990654,0.042857142857142864,0.1329923273657289
LEXUS,RX 300,SUV,3.0,6,14.2,292,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.2857142857142857,0.48081841432225064
VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,14.2,285,True,False,False,False,False,False,False,False,False,True,0.43457943925233644,0.1857142857142857,0.4629156010230179
GMC,JIMMY,SUV,4.3,6,16.2,336,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,0.4714285714285714,0.5933503836317136
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3.0,6,15.5,320,False,False,False,False,True,False,False,False,True,False,0.4953271028037383,0.2857142857142857,0.5524296675191815
BMW,M COUPE,TWO-SEATER,3.2,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.31428571428571433,0.45268542199488493
NISSAN,FRONTIER V6,PICKUP TRUCK - STANDARD,3.3,6,16.8,350,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,0.32857142857142857,0.629156010230179
TOYOTA,CELICA,SUBCOMPACT,1.8,4,10.0,209,False,False,False,False,True,False,False,False,True,False,0.2383177570093458,0.1142857142857143,0.26854219948849106
CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.39999999999999997,0.4040920716112532
DODGE,DURANGO 4X4,SUV,5.9,8,22.3,444,True,False,False,False,False,False,False,False,True,False,0.8130841121495327,0.7000000000000001,0.8695652173913043
VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,13.9,278,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.19999999999999998,0.44501278772378516
TOYOTA,CAMRY SOLARA CONVERTIBLE,SUBCOMPACT,3.0,6,14.0,278,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.2857142857142857,0.44501278772378516
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,11.8,242,False,False,False,False,True,False,False,False,True,False,0.3224299065420561,0.17142857142857146,0.35294117647058826
SUBARU,FORESTER AWD,SUV,2.5,4,12.5,248,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.21428571428571427,0.36828644501278773
KIA,SEPHIA,COMPACT,1.8,4,11.7,235,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.1142857142857143,0.3350383631713555
GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.8,345,True,False,False,False,False,False,False,False,True,False,0.5560747663551402,0.4714285714285714,0.6163682864450127
PONTIAC,BONNEVILLE #,FULL-SIZE,3.8,6,15.1,290,True,False,False,False,False,False,False,False,False,True,0.4766355140186916,0.39999999999999997,0.47570332480818417
CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,15.2,304,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.39999999999999997,0.5115089514066496
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,18.3,363,False,False,False,False,True,False,False,False,True,False,0.6261682242990655,0.5285714285714286,0.6624040920716112
FORD,EXPEDITION 4X4,SUV,5.4,8,21.1,426,True,False,False,False,False,False,False,False,True,False,0.7570093457943927,0.6285714285714287,0.8235294117647058
GMC,SAFARI CARGO,VAN - CARGO,4.3,6,16.2,336,True,False,False,False,False,False,False,False,True,False,0.5280373831775701,0.4714285714285714,0.5933503836317136
SATURN,LS,MID-SIZE,2.2,4,11.9,239,True,False,False,False,False,False,False,False,True,False,0.3271028037383178,0.17142857142857146,0.3452685421994885
DODGE,CARAVAN,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.32857142857142857,0.47058823529411764
HONDA,ACCORD DX,MID-SIZE,2.3,4,12.2,246,True,False,False,False,False,False,False,False,True,False,0.3411214953271028,0.1857142857142857,0.3631713554987212
CHRYSLER,CIRRUS,MID-SIZE,2.5,6,13.6,269,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.21428571428571427,0.4219948849104859
MAZDA,PROTEGE,COMPACT,1.6,4,10.6,221,True,False,False,False,False,False,False,False,True,False,0.26635514018691586,0.08571428571428573,0.29923273657289
TOYOTA,SIENNA,MINIVAN,3.0,6,14.3,288,True,False,False,False,False,False,False,False,True,False,0.4392523364485982,0.2857142857142857,0.47058823529411764
DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,17.6,377,False,False,False,False,False,False,False,False,True,False,0.5934579439252338,0.41428571428571426,0.6982097186700768
JAGUAR,VANDEN PLAS SUPERCHARGED,MID-SIZE,4.0,8,16.6,331,False,True,False,False,False,False,False,False,False,True,0.5467289719626169,0.42857142857142855,0.5805626598465473
FORD,MUSTANG,SUBCOMPACT,3.8,6,13.6,267,False,False,False,False,True,False,False,False,True,False,0.40654205607476634,0.39999999999999997,0.41687979539641945
FORD,EXPEDITION 4X4,SUV,4.6,8,19.3,391,True,False,False,False,False,False,False,False,True,False,0.6728971962616823,0.5142857142857142,0.7340153452685422
SUBARU,LEGACY AWD,COMPACT,2.5,4,12.5,253,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.21428571428571427,0.38107416879795397
CHEVROLET,METRO,SUBCOMPACT,1.3,4,9.1,191,False,False,False,False,False,False,False,False,True,False,0.19626168224299062,0.042857142857142864,0.22250639386189258
CHEVROLET,NEW K1500 TAHOE 4X4,SUV,4.8,8,18.7,391,True,False,False,False,False,False,False,False,True,False,0.6448598130841121,0.5428571428571428,0.7340153452685422
SATURN,SC #,SUBCOMPACT,1.9,4,10.3,202,False,False,False,False,True,False,False,False,True,False,0.25233644859813087,0.12857142857142856,0.2506393861892583
GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,16.7,343,True,False,False,False,False,False,False,False,True,False,0.5514018691588785,0.6142857142857142,0.6112531969309463
KIA,SPORTAGE 4X4,SUV,2.0,4,12.8,288,False,False,False,False,True,False,False,False,True,False,0.36915887850467294,0.14285714285714285,0.47058823529411764
LEXUS,LS 400,MID-SIZE,4.0,8,14.3,285,False,True,False,False,False,False,False,False,False,True,0.4392523364485982,0.42857142857142855,0.4629156010230179
FORD,E150 VAN,VAN - CARGO,4.6,8,17.8,359,True,False,False,False,False,False,False,False,True,False,0.602803738317757,0.5142857142857142,0.6521739130434783
VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,10.6,223,False,False,False,False,True,False,False,False,False,True,0.26635514018691586,0.1142857142857143,0.30434782608695654
SUBARU,IMPREZA AWD,SUBCOMPACT,2.5,4,11.8,244,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.21428571428571427,0.35805626598465473
PONTIAC,GRAND AM,COMPACT,3.4,6,13.6,262,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.34285714285714286,0.4040920716112532
ISUZU,HOMBRE,PICKUP TRUCK - SMALL,2.2,4,13.8,278,True,False,False,False,False,False,False,False,True,False,0.41588785046728977,0.17142857142857146,0.44501278772378516
SUZUKI,ESTEEM WAGON,STATION WAGON - SMALL,1.8,4,10.3,209,True,False,False,False,False,False,False,False,True,False,0.25233644859813087,0.1142857142857143,0.26854219948849106
CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.3,329,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,0.4714285714285714,0.5754475703324808
VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.1857142857142857,0.43478260869565216
NISSAN,MAXIMA,MID-SIZE,3.0,6,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.2857142857142857,0.4117647058823529
GMC,C1500 YUKON XL,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,0.6142857142857142,0.7340153452685422
VOLKSWAGEN,GOLF,COMPACT,2.0,4,11.2,228,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.14285714285714285,0.3171355498721228
BMW,528i TOURING,STATION WAGON - SMALL,2.8,6,14.6,288,True,False,False,False,False,False,False,False,False,True,0.4532710280373832,0.2571428571428571,0.47058823529411764
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,17.3,366,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.5428571428571428,0.670076726342711
TOYOTA,4RUNNER 4X4,SUV,2.7,4,14.2,301,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.24285714285714288,0.5038363171355499
CHEVROLET,C2500 SILVERADO,PICKUP TRUCK - STANDARD,6.0,8,21.4,435,True,False,False,False,False,False,False,False,True,False,0.7710280373831776,0.7142857142857143,0.8465473145780051
FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,16.7,340,True,False,False,False,False,False,False,False,True,False,0.5514018691588785,0.4571428571428572,0.6035805626598465
DAEWOO,NUBIRA,COMPACT,2.0,4,12.0,239,True,False,False,False,False,False,False,False,True,False,0.3317757009345794,0.14285714285714285,0.3452685421994885
BMW,323i,COMPACT,2.5,6,13.8,271,False,True,False,False,False,False,False,False,False,True,0.41588785046728977,0.21428571428571427,0.42710997442455245
DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,17.6,357,True,False,False,False,False,False,False,False,True,False,0.5934579439252338,0.5285714285714286,0.6470588235294118
TOYOTA,4RUNNER 4X4,SUV,3.4,6,15.7,334,True,False,False,False,False,False,False,False,True,False,0.5046728971962616,0.34285714285714286,0.5882352941176471
SUZUKI,SWIFT,SUBCOMPACT,1.3,4,7.6,156,False,False,False,False,True,False,False,False,True,False,0.1261682242990654,0.042857142857142864,0.1329923273657289
VOLKSWAGEN,JETTA,COMPACT,2.0,4,11.2,228,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.14285714285714285,0.3171355498721228
CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8,15.5,308,True,False,False,False,False,False,False,False,False,True,0.4953271028037383,0.6714285714285715,0.5217391304347826
FORD,EXPLORER SOHC,SUV,4.0,6,16.5,336,False,True,False,False,False,False,False,False,True,False,0.5420560747663552,0.42857142857142855,0.5933503836317136
PLYMOUTH,PROWLER,SUBCOMPACT,3.5,6,15.4,308,False,False,True,False,False,False,False,False,False,True,0.4906542056074767,0.35714285714285715,0.5217391304347826
TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,2.7,4,14.2,301,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.24285714285714288,0.5038363171355499
DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,21.8,423,True,False,False,False,False,False,False,False,True,False,0.7897196261682243,0.7000000000000001,0.8158567774936062
LINCOLN,NAVIGATOR 4X4,SUV,5.4,8,21.4,430,True,False,False,False,False,False,False,False,False,True,0.7710280373831776,0.6285714285714287,0.8337595907928389
MAZDA,626,MID-SIZE,2.5,6,13.3,271,False,False,False,False,True,False,False,False,False,True,0.39252336448598135,0.21428571428571427,0.42710997442455245
SUZUKI,VITARA 4X4,SUV,2.0,4,11.7,251,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.14285714285714285,0.37595907928388744
FORD,COUGAR,COMPACT,2.5,6,13.1,260,True,False,False,False,False,False,False,False,True,False,0.38317757009345793,0.21428571428571427,0.3989769820971867
ACURA,INTEGRA,SUBCOMPACT,1.8,4,11.4,230,True,False,False,False,False,False,False,False,True,False,0.3037383177570094,0.1142857142857143,0.32225063938618925
VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,6.7,165,False,False,False,False,True,False,False,False,False,False,0.08411214953271028,0.12857142857142856,0.15601023017902813
CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.0,8,18.2,373,True,False,False,False,False,False,False,False,True,False,0.6214953271028038,0.5714285714285714,0.6879795396419437
MAZDA,MPV,MINIVAN,2.5,6,15.2,313,True,False,False,False,False,False,False,False,True,False,0.48130841121495327,0.21428571428571427,0.5345268542199488
SATURN,LW WAGON,STATION WAGON - MID-SIZE,2.2,4,12.1,244,True,False,False,False,False,False,False,False,True,False,0.3364485981308411,0.17142857142857146,0.35805626598465473
BMW,540i TOURING,STATION WAGON - SMALL,4.4,8,15.5,320,False,True,False,False,False,False,False,False,False,True,0.4953271028037383,0.48571428571428577,0.5524296675191815
BMW,323 CONVERTIBLE,COMPACT,2.5,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.21428571428571427,0.45268542199488493
DODGE,RAM 1500 WAGON,VAN - PASSENGER,3.9,6,18.3,393,False,False,False,False,False,False,False,False,True,False,0.6261682242990655,0.41428571428571426,0.7391304347826086
CHRYSLER,300M,FULL-SIZE,3.5,6,14.4,283,False,False,True,False,False,False,False,False,True,False,0.44392523364485986,0.35714285714285715,0.4578005115089514
AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4,13.1,260,False,False,False,False,True,False,False,False,False,True,0.38317757009345793,0.1142857142857143,0.3989769820971867
TOYOTA,ECHO,COMPACT,1.5,4,8.6,179,True,False,False,False,False,False,False,False,True,False,0.17289719626168223,0.07142857142857142,0.1918158567774936
FORD,EXPEDITION,SUV,4.6,8,17.8,359,True,False,False,False,False,False,False,False,True,False,0.602803738317757,0.5142857142857142,0.6521739130434783
PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,15.0,294,False,False,False,False,False,True,False,False,False,True,0.4719626168224299,0.31428571428571433,0.4859335038363171
LAND ROVER,DISCOVERY SERIES II 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.42857142857142855,0.7647058823529411
GMC,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,17.8,368,True,False,False,False,False,False,False,False,True,False,0.602803738317757,0.4714285714285714,0.6751918158567775
MERCEDES-BENZ,CLK 320 CABRIOLET,MINICOMPACT,3.2,6,13.6,269,False,True,False,False,False,False,False,False,False,True,0.40654205607476634,0.31428571428571433,0.4219948849104859
LINCOLN,LS,MID-SIZE,3.9,8,15.9,313,False,True,False,False,False,False,False,False,True,False,0.5140186915887851,0.41428571428571426,0.5345268542199488
SAAB,9-5 WAGON TURBO,STATION WAGON - MID-SIZE,3.0,6,14.3,283,True,False,False,False,False,False,False,False,True,False,0.4392523364485982,0.2857142857142857,0.4578005115089514
CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,14.2,276,True,False,False,False,False,False,False,False,True,False,0.43457943925233644,0.31428571428571433,0.4398976982097187
BUICK,PARK AVENUE,FULL-SIZE,3.8,6,14.4,276,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.39999999999999997,0.4398976982097187
PONTIAC,GRAND AM,COMPACT,2.4,4,12.5,244,False,False,False,False,True,False,False,False,True,False,0.35514018691588783,0.19999999999999998,0.35805626598465473
CHEVROLET,TRACKER 4X4,SUV,2.0,4,11.7,251,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.14285714285714285,0.37595907928388744
VOLVO,C70 TURBO,COMPACT,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.1857142857142857,0.43478260869565216
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.2,4,11.7,239,True,False,False,False,False,False,False,False,True,False,0.3177570093457944,0.17142857142857146,0.3452685421994885
BUICK,REGAL,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.39999999999999997,0.4040920716112532
AUDI,A4 QUATTRO,COMPACT,1.8,4,12.1,246,False,False,False,False,True,False,False,False,False,True,0.3364485981308411,0.1142857142857143,0.3631713554987212
DAEWOO,LANOS,SUBCOMPACT,1.6,4,10.4,207,False,False,False,False,True,False,False,False,True,False,0.25700934579439255,0.08571428571428573,0.26342710997442453
BMW,328i,COMPACT,2.8,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.2571428571428571,0.3938618925831202
SAAB,9-3 TURBO,MID-SIZE,2.3,4,13.1,258,False,False,False,False,True,False,False,False,True,False,0.38317757009345793,0.1857142857142857,0.3938618925831202
LAND ROVER,RANGE ROVER 4X4,SUV,4.0,8,19.6,403,True,False,False,False,False,False,False,False,False,True,0.6869158878504674,0.42857142857142855,0.7647058823529411
DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.32857142857142857,0.47058823529411764
FORD,COUGAR,COMPACT,2.0,4,11.1,219,False,False,False,False,True,False,False,False,True,False,0.2897196261682243,0.14285714285714285,0.29411764705882354
BMW,M ROADSTER,MINICOMPACT,3.2,6,13.9,281,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.31428571428571433,0.45268542199488493
HYUNDAI,ELANTRA WAGON,STATION WAGON - SMALL,2.0,4,12.5,248,True,False,False,False,False,False,False,False,True,False,0.35514018691588783,0.14285714285714285,0.36828644501278773
GMC,JIMMY,SUV,4.3,6,16.3,327,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,0.4714285714285714,0.5703324808184144
FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,20.7,423,True,False,False,False,False,False,False,False,True,False,0.7383177570093458,0.6285714285714287,0.8158567774936062
PONTIAC,BONNEVILLE,FULL-SIZE,3.8,6,14.4,276,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.39999999999999997,0.4398976982097187
OLDSMOBILE,ALERO,COMPACT,2.4,4,12.1,242,True,False,False,False,False,False,False,False,True,False,0.3364485981308411,0.19999999999999998,0.35294117647058826
VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,13.9,274,True,False,False,False,False,False,False,False,False,True,0.42056074766355145,0.1857142857142857,0.43478260869565216
FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,16.5,340,False,False,False,False,True,False,False,False,True,False,0.5420560747663552,0.42857142857142855,0.6035805626598465
DODGE,RAM 1500 WAGON,VAN - PASSENGER,5.2,8,20.0,393,True,False,False,False,False,False,False,False,True,False,0.705607476635514,0.6,0.7391304347826086
DAEWOO,NUBIRA WAGON,STATION WAGON - SMALL,2.0,4,12.0,239,True,False,False,False,False,False,False,False,True,False,0.3317757009345794,0.14285714285714285,0.3452685421994885
TOYOTA,COROLLA,COMPACT,1.8,4,9.3,189,True,False,False,False,False,False,False,False,True,False,0.20560747663551404,0.1142857142857143,0.21739130434782608
MAZDA,B4000,PICKUP TRUCK - STANDARD,4.0,6,15.5,320,False,False,False,False,True,False,False,False,True,False,0.4953271028037383,0.42857142857142855,0.5524296675191815
PONTIAC,MONTANA,MINIVAN,3.4,6,14.0,281,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.34285714285714286,0.45268542199488493
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,0.4714285714285714,0.629156010230179
TOYOTA,RAV4 SOFT TOP 4X4,SUV,2.0,4,11.8,251,True,False,False,False,False,False,False,False,True,False,0.3224299065420561,0.14285714285714285,0.37595907928388744
LINCOLN,LS,MID-SIZE,3.0,6,15.4,304,False,True,False,False,False,False,False,False,True,False,0.4906542056074767,0.2857142857142857,0.5115089514066496
ACURA,1.6EL,COMPACT,1.6,4,9.8,205,False,False,False,False,True,False,False,False,True,False,0.22897196261682246,0.08571428571428573,0.25831202046035806
VOLKSWAGEN,GTI,COMPACT,2.8,6,13.2,260,False,False,False,False,True,False,False,False,True,False,0.3878504672897196,0.2571428571428571,0.3989769820971867
TOYOTA,RAV4 4X4,SUV,2.0,4,12.2,258,True,False,False,False,False,False,False,False,True,False,0.3411214953271028,0.14285714285714285,0.3938618925831202
CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,18.5,384,False,False,False,False,True,False,False,False,True,False,0.6355140186915889,0.4714285714285714,0.7161125319693095
DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,21.8,444,True,False,False,False,False,False,False,False,True,False,0.7897196261682243,0.6,0.8695652173913043
BMW,323Ci,COMPACT,2.5,6,13.0,258,False,False,False,False,True,False,False,False,False,True,0.37850467289719625,0.21428571428571427,0.3938618925831202
SATURN,SL,COMPACT,1.9,4,10.1,198,True,False,False,False,False,False,False,False,True,False,0.24299065420560745,0.12857142857142856,0.24040920716112532
MERCEDES-BENZ,E 55 AMG,MID-SIZE,5.5,8,16.0,317,False,True,False,False,False,False,False,False,False,True,0.5186915887850467,0.6428571428571429,0.5447570332480819
NISSAN,XTERRA V6 4X4,SUV,3.3,6,16.2,350,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.32857142857142857,0.629156010230179
JEEP,CHEROKEE 4X4,SUV,4.0,6,15.4,317,False,False,False,False,True,False,False,False,True,False,0.4906542056074767,0.42857142857142855,0.5447570332480819
CHEVROLET,CAVALIER,SUBCOMPACT,2.2,4,12.2,235,False,False,False,False,True,False,False,False,True,False,0.3411214953271028,0.17142857142857146,0.3350383631713555
HYUNDAI,SONATA 2.4L,MID-SIZE,2.4,4,13.0,260,True,False,False,False,False,False,False,False,True,False,0.37850467289719625,0.19999999999999998,0.3989769820971867
TOYOTA,RAV4 SOFT TOP,SUV,2.0,4,11.2,232,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.14285714285714285,0.3273657289002558
INFINITI,I30,MID-SIZE,3.0,6,13.4,265,True,False,False,False,False,False,False,False,True,False,0.39719626168224303,0.2857142857142857,0.4117647058823529
FORD,EXPLORER SOHC 4X4,SUV,4.0,6,16.7,343,False,True,False,False,False,False,False,False,True,False,0.5514018691588785,0.42857142857142855,0.6112531969309463
AUDI,A4 QUATTRO,COMPACT,1.8,4,13.6,267,False,True,False,False,False,False,False,False,False,True,0.40654205607476634,0.1142857142857143,0.41687979539641945
GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,16.3,329,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,0.4714285714285714,0.5754475703324808
LEXUS,RX 300 4X4,SUV,3.0,6,14.4,299,True,False,False,False,False,False,False,False,True,False,0.44392523364485986,0.2857142857142857,0.49872122762148335
FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,14.0,276,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.2857142857142857,0.4398976982097187
DODGE,CARAVAN FFV,MINIVAN,3.3,6,14.5,288,True,False,False,False,False,False,False,False,True,False,0.4485981308411215,0.32857142857142857,0.47058823529411764
VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,12.6,251,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.19999999999999998,0.37595907928388744
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,16.0,313,False,False,False,True,False,False,False,False,False,True,0.5186915887850467,0.34285714285714286,0.5345268542199488
VOLVO,C70 TURBO,COMPACT,2.4,5,13.6,274,True,False,False,False,False,False,False,False,False,True,0.40654205607476634,0.19999999999999998,0.43478260869565216
SATURN,SC,SUBCOMPACT,1.9,4,10.1,200,True,False,False,False,False,False,False,False,True,False,0.24299065420560745,0.12857142857142856,0.24552429667519182
FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,16.3,334,False,False,False,False,True,False,False,False,True,False,0.5327102803738318,0.4571428571428572,0.5882352941176471
TOYOTA,RAV4 SOFT TOP 4X4,SUV,2.0,4,11.9,253,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.14285714285714285,0.38107416879795397
TOYOTA,RAV4 4X4,SUV,2.0,4,12.1,258,False,False,False,False,True,False,False,False,True,False,0.3364485981308411,0.14285714285714285,0.3938618925831202
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.9,6,17.3,350,True,False,False,False,False,False,False,False,True,False,0.5794392523364487,0.41428571428571426,0.629156010230179
PONTIAC,GRAND PRIX #,MID-SIZE,3.8,6,15.0,288,True,False,False,False,False,False,False,False,False,True,0.4719626168224299,0.39999999999999997,0.47058823529411764
SATURN,SL #,COMPACT,1.9,4,10.6,207,True,False,False,False,False,False,False,False,True,False,0.26635514018691586,0.12857142857142856,0.26342710997442453
BMW,Z3,SUBCOMPACT,2.8,6,13.9,278,False,False,False,False,True,False,False,False,False,True,0.42056074766355145,0.2571428571428571,0.44501278772378516
PONTIAC,GRAND PRIX,MID-SIZE,3.8,6,13.5,262,True,False,False,False,False,False,False,False,True,False,0.40186915887850466,0.39999999999999997,0.4040920716112532
TOYOTA,RAV4,SUV,2.0,4,11.2,232,False,False,False,False,True,False,False,False,True,False,0.29439252336448596,0.14285714285714285,0.3273657289002558
FORD,FOCUS SEDAN,COMPACT,2.0,4,10.8,221,True,False,False,False,False,False,False,False,True,False,0.2757009345794393,0.14285714285714285,0.29923273657289
AUDI,A6 QUATTRO,MID-SIZE,2.8,6,15.4,306,False,True,False,False,False,False,False,False,False,True,0.4906542056074767,0.2571428571428571,0.5166240409207161
GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,16.2,322,False,False,False,False,True,False,False,False,True,False,0.5280373831775701,0.4714285714285714,0.5575447570332481
OLDSMOBILE,SILHOUETTE,MINIVAN,3.4,6,14.0,281,True,False,False,False,False,False,False,False,True,False,0.4252336448598131,0.34285714285714286,0.45268542199488493
DAEWOO,NUBIRA,COMPACT,2.0,4,11.9,237,False,False,False,False,True,False,False,False,True,False,0.3271028037383178,0.14285714285714285,0.340153452685422
FORD,WINDSTAR WAGON,MINIVAN,3.0,6,15.6,311,True,False,False,False,False,False,False,False,True,False,0.5,0.2857142857142857,0.5294117647058824
DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.2,8,20.0,396,True,False,False,False,False,False,False,False,True,False,0.705607476635514,0.6,0.7468030690537084
